Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Xavier Isaac,https://www.baseball-reference.com/register/player.fcgi?id=isaac-000xav,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Xavier Isaac Positions: First Baseman and Designated Hitter Bats: Left • Throws: Left 6-3 , 240lb (190cm, 108kg) Team: Tampa Bay Rays (minors) Born: December 17, 2003 in Fayetteville, NC us Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . High School: East Forsyth HS (Kernersville, NC) Full Name: Xavier Francis Isaac View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . | High School: East Forsyth HS (Kernersville, NC)","Xavier Isaac Positions: First Baseman and Designated Hitter Bats: Left • Throws: Left 6-3 , 240lb (190cm, 108kg) Team: Tampa Bay Rays (minors) Born: December 17, 2003 in Fayetteville, NC us Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . High School: East Forsyth HS (Kernersville, NC) Full Name: Xavier Francis Isaac View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) .",,"Xavier Isaac Positions: First Baseman and Designated Hitter Bats: Left • Throws: Left 6-3 , 240lb (190cm, 108kg) Team: Tampa Bay Rays (minors) Born: December 17, 2003 in Fayetteville, NC us Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . High School: East Forsyth HS (Kernersville, NC) Full Name: Xavier Francis Isaac View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . | High School: East Forsyth HS (Kernersville, NC)","Xavier Isaac Positions: First Baseman and Designated Hitter Bats: Left • Throws: Left 6-3 , 240lb (190cm, 108kg) Team: Tampa Bay Rays (minors) Born: December 17, 2003 in Fayetteville, NC us Draft : Drafted by the Tampa Bay Rays in the 1st round (29th) of the 2022 MLB June Amateur Draft from East Forsyth HS (Kernersville, NC) . High School: East Forsyth HS (Kernersville, NC) Full Name: Xavier Francis Isaac View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: East Forsyth HS (Kernersville, NC)",False,https://www.baseball-reference.com/register/player.fcgi?id=isaac-000xav
Brandon Marsh,https://www.baseball-reference.com/register/player.fcgi?id=marsh-000bra,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Angels in the 2nd round of the 2016 MLB June Amateur Draft from Buford HS (Buford, GA) . | High School: Buford HS (Buford, GA)","Draft : Drafted by the Los Angeles Angels in the 2nd round of the 2016 MLB June Amateur Draft from Buford HS (Buford, GA) .","2026 Contract Status : Signed thru 2026, 1 yr/$5.2M (26)","Draft : Drafted by the Los Angeles Angels in the 2nd round of the 2016 MLB June Amateur Draft from Buford HS (Buford, GA) . | High School: Buford HS (Buford, GA)","High School: Buford HS (Buford, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=marsh-000bra
Franklin Barreto,https://www.baseball-reference.com/register/player.fcgi?id=barret004fra,200,7,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=barret004fra
Oswald Peraza,https://www.baseball-reference.com/register/player.fcgi?id=peraza002osw,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=peraza002osw
Billy Carlson,https://www.baseball-reference.com/register/player.fcgi?id=carlso000bil,200,1,1,1,High School,high,"BRef draft/bio text indicates high school path: Billy Carlson Position: Shortstop Bats: Right • Throws: Right 6-1 , 185lb (185cm, 83kg) Team: Chicago White Sox (minors) Born: July 29, 2006 in Mission Viejo, CA us Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . High School: Corona HS (Corona, CA) Full Name: William Henry Carlson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . | High School: Corona HS (Corona, CA)","Billy Carlson Position: Shortstop Bats: Right • Throws: Right 6-1 , 185lb (185cm, 83kg) Team: Chicago White Sox (minors) Born: July 29, 2006 in Mission Viejo, CA us Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . High School: Corona HS (Corona, CA) Full Name: William Henry Carlson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) .",,"Billy Carlson Position: Shortstop Bats: Right • Throws: Right 6-1 , 185lb (185cm, 83kg) Team: Chicago White Sox (minors) Born: July 29, 2006 in Mission Viejo, CA us Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . High School: Corona HS (Corona, CA) Full Name: William Henry Carlson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . | High School: Corona HS (Corona, CA)","Billy Carlson Position: Shortstop Bats: Right • Throws: Right 6-1 , 185lb (185cm, 83kg) Team: Chicago White Sox (minors) Born: July 29, 2006 in Mission Viejo, CA us Draft : Drafted by the Chicago White Sox in the 1st round (10th) of the 2025 MLB June Amateur Draft from Corona HS (Corona, CA) . High School: Corona HS (Corona, CA) Full Name: William Henry Carlson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Corona HS (Corona, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=carlso000bil
Drew Gilbert,https://www.baseball-reference.com/register/player.fcgi?id=gilber002and,200,4,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Minnesota Twins in the 35th round of the 2019 MLB June Amateur Draft from Stillwater HS (Stillwater, MN) and the Houston Astros in the 1st round (28th) of the 2022 MLB June Amateur Draft from University of Tennessee (Knoxville, TN) .",,"Draft : Drafted by the Minnesota Twins in the 35th round of the 2019 MLB June Amateur Draft from Stillwater HS (Stillwater, MN) and the Houston Astros in the 1st round (28th) of the 2022 MLB June Amateur Draft from University of Tennessee (Knoxville, TN) . | High School: Stillwater HS (Stillwater, MN)","High School: Stillwater HS (Stillwater, MN) | School: University of Tennessee (Knoxville, TN)",False,https://www.baseball-reference.com/register/player.fcgi?id=gilber002and
Jonathan India,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Milwaukee Brewers in the 26th round of the 2015 MLB June Amateur Draft from American Heritage HS (Delray Beach, FL) and the Cincinnati Reds in the 1st round (5th) of the 2018 MLB June Amateur Draft from University of Florida (Gainesville, FL) .","2026 Contract Status : Signed thru 2026, 1 yr/$8M (26)","Draft : Drafted by the Milwaukee Brewers in the 26th round of the 2015 MLB June Amateur Draft from American Heritage HS (Delray Beach, FL) and the Cincinnati Reds in the 1st round (5th) of the 2018 MLB June Amateur Draft from University of Florida (Gainesville, FL) . | High School: American Heritage HS (Delray Beach, FL)","High School: American Heritage HS (Delray Beach, FL) | School: University of Florida (Gainesville, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh
Logan O'Hoppe,https://www.baseball-reference.com/register/player.fcgi?id=ohoppe000log,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 23rd round of the 2018 MLB June Amateur Draft from St. John the Baptist HS (West Islip, NY) . | High School: St. John the Baptist HS (West Islip, NY)","Draft : Drafted by the Philadelphia Phillies in the 23rd round of the 2018 MLB June Amateur Draft from St. John the Baptist HS (West Islip, NY) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.63M (26)","Draft : Drafted by the Philadelphia Phillies in the 23rd round of the 2018 MLB June Amateur Draft from St. John the Baptist HS (West Islip, NY) . | High School: St. John the Baptist HS (West Islip, NY)","High School: St. John the Baptist HS (West Islip, NY)",False,https://www.baseball-reference.com/register/player.fcgi?id=ohoppe000log
Willie Calhoun,https://www.baseball-reference.com/register/player.fcgi?id=calhou003wil,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Tampa Bay Rays in the 17th round of the 2013 MLB June Amateur Draft from Benicia HS (Benicia, CA) and the Los Angeles Dodgers in the 4th round of the 2015 MLB June Amateur Draft from Yavapai College (Prescott, AZ) .",,"Draft : Drafted by the Tampa Bay Rays in the 17th round of the 2013 MLB June Amateur Draft from Benicia HS (Benicia, CA) and the Los Angeles Dodgers in the 4th round of the 2015 MLB June Amateur Draft from Yavapai College (Prescott, AZ) . | High School: Benicia HS (Benicia, CA)","High School: Benicia HS (Benicia, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=calhou003wil
Endy Rodríguez,https://www.baseball-reference.com/register/player.fcgi?id=rodrig001end,200,3,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 18,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=rodrig001end
Nick Yorke,https://www.baseball-reference.com/register/player.fcgi?id=yorke-000nic,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Boston Red Sox in the 1st round (17th) of the 2020 MLB June Amateur Draft from Archbishop Mitty HS (San Jose, CA) . | High School: Archbishop Mitty HS (San Jose, CA)","Draft : Drafted by the Boston Red Sox in the 1st round (17th) of the 2020 MLB June Amateur Draft from Archbishop Mitty HS (San Jose, CA) .",,"Draft : Drafted by the Boston Red Sox in the 1st round (17th) of the 2020 MLB June Amateur Draft from Archbishop Mitty HS (San Jose, CA) . | High School: Archbishop Mitty HS (San Jose, CA)","High School: Archbishop Mitty HS (San Jose, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=yorke-000nic
Arjun Nimmala,https://www.baseball-reference.com/register/player.fcgi?id=nimmal000arj,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Arjun Nimmala Position: Shortstop Bats: Right • Throws: Right 6-0 , 190lb (183cm, 86kg) Team: Toronto Blue Jays (minors) Born: October 16, 2005 in Tampa, FL us Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . High School: Strawberry Crest HS (Dover, FL) Full Name: Arjun Nimmala View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . | High School: Strawberry Crest HS (Dover, FL)","Arjun Nimmala Position: Shortstop Bats: Right • Throws: Right 6-0 , 190lb (183cm, 86kg) Team: Toronto Blue Jays (minors) Born: October 16, 2005 in Tampa, FL us Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . High School: Strawberry Crest HS (Dover, FL) Full Name: Arjun Nimmala View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) .",,"Arjun Nimmala Position: Shortstop Bats: Right • Throws: Right 6-0 , 190lb (183cm, 86kg) Team: Toronto Blue Jays (minors) Born: October 16, 2005 in Tampa, FL us Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . High School: Strawberry Crest HS (Dover, FL) Full Name: Arjun Nimmala View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . | High School: Strawberry Crest HS (Dover, FL)","Arjun Nimmala Position: Shortstop Bats: Right • Throws: Right 6-0 , 190lb (183cm, 86kg) Team: Toronto Blue Jays (minors) Born: October 16, 2005 in Tampa, FL us Draft : Drafted by the Toronto Blue Jays in the 1st round (20th) of the 2023 MLB June Amateur Draft from Strawberry Crest HS (Dover, FL) . High School: Strawberry Crest HS (Dover, FL) Full Name: Arjun Nimmala View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Strawberry Crest HS (Dover, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=nimmal000arj
Evan White,https://www.baseball-reference.com/register/player.fcgi?id=white-002eva,200,4,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Seattle Mariners in the 1st round (17th) of the 2017 MLB June Amateur Draft from University of Kentucky (Lexington, KY) .",,"High School: Lincoln HS (Gahanna, OH)","High School: Lincoln HS (Gahanna, OH) | School: University of Kentucky (Lexington, KY)",False,https://www.baseball-reference.com/register/player.fcgi?id=white-002eva
Cooper Pratt,https://www.baseball-reference.com/register/player.fcgi?id=pratt-000coo,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Cooper Pratt Position: Shortstop Bats: Right • Throws: Right 6-4 , 210lb (193cm, 95kg) Team: Milwaukee Brewers (minors, 40-man) Born: August 18, 2004 in Hialeah, FL us Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . High School: Magnolia Heights HS (Senatobia, MS) Full Name: Cooper Wickham Pratt View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . | High School: Magnolia Heights HS (Senatobia, MS)","Cooper Pratt Position: Shortstop Bats: Right • Throws: Right 6-4 , 210lb (193cm, 95kg) Team: Milwaukee Brewers (minors, 40-man) Born: August 18, 2004 in Hialeah, FL us Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . High School: Magnolia Heights HS (Senatobia, MS) Full Name: Cooper Wickham Pratt View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) .",,"Cooper Pratt Position: Shortstop Bats: Right • Throws: Right 6-4 , 210lb (193cm, 95kg) Team: Milwaukee Brewers (minors, 40-man) Born: August 18, 2004 in Hialeah, FL us Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . High School: Magnolia Heights HS (Senatobia, MS) Full Name: Cooper Wickham Pratt View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . | High School: Magnolia Heights HS (Senatobia, MS)","Cooper Pratt Position: Shortstop Bats: Right • Throws: Right 6-4 , 210lb (193cm, 95kg) Team: Milwaukee Brewers (minors, 40-man) Born: August 18, 2004 in Hialeah, FL us Draft : Drafted by the Milwaukee Brewers in the 6th round of the 2023 MLB June Amateur Draft from Magnolia Heights HS (Senatobia, MS) . High School: Magnolia Heights HS (Senatobia, MS) Full Name: Cooper Wickham Pratt View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Magnolia Heights HS (Senatobia, MS)",False,https://www.baseball-reference.com/register/player.fcgi?id=pratt-000coo
Emil Morales,https://www.baseball-reference.com/register/player.fcgi?id=morale003emi,200,3,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=morale003emi
